requirement_id,feature_id,capability_id,requirement_type,title,normative_statement,priority,status_flag,database_evidence,backend_function,http_endpoint,frontend_evidence,security_permission_evidence,cross_module_integration,positive_test,negative_test,concurrency_retry_test,browser_test,verification_result,commit_sha,exact_gap,next_action,phase_owner,notes
F273-FLOW-001,F273,POS-CAP-002,FLOW,Primary flow,The primary Barcode scanning flow MUST validate store/terminal/shift/operator prerequisites -> authorize -> lock/version relevant transaction state -> apply one atomic POS transition -> audit -> emit idempotent public downstream intent -> show result.,MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-FLOW-002,F273,POS-CAP-002,FLOW,Exception/retry/reversal flow,"Barcode scanning MUST cover stale cart, duplicate submit, permission denial, stock conflict, device/peripheral failure, payment/network uncertainty, offline replay, downstream failure, retry, void/refund/reversal and reconciliation without duplicate business effect.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-BR-001,F273,POS-CAP-002,BR,Deterministic invariant,"Barcode scanning MUST obey authoritative payment, tax, pricing, stock, cash, shift, accounting and authorization rules; AI or client UI state cannot override these invariants.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-BR-002,F273,POS-CAP-002,BR,Historical transaction truth,"Once Barcode scanning contributes to a completed sale, payment, refund, closed shift, Z report or accounting batch, source history MUST remain immutable and corrections MUST link to the original fact.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-DATA-001,F273,POS-CAP-002,DATA,Primary data contract,"Barcode scanning MUST persist stable organization/company/store/terminal/shift/transaction identifiers, status/version, actor/device, timestamps/timezone, customer/item/tender references and feature-specific values required for scanner input normalization, duplicate-scan semantics, unknown/ambiguous barcode handling and manual accessible fallback.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-DATA-002,F273,POS-CAP-002,DATA,Lineage/evidence data,"Barcode scanning MUST retain lineage to cart/sale/line/payment/provider/stock/refund/shift/reconciliation/accounting records, overrides/approvals and correlation/idempotency/offline transaction identifiers where applicable.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-VAL-001,F273,POS-CAP-002,VAL,Input/reference validation,"Barcode scanning MUST reject malformed IDs/codes, inactive/cross-company/store references, invalid quantity/price/tender/lot/serial/provider states, duplicate identities and impossible combinations with actionable errors.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-VAL-002,F273,POS-CAP-002,VAL,Cross-record/state validation,Barcode scanning MUST validate current cart/sale/shift/payment/return/offline-sync state and final Stock/payment eligibility immediately before committing financially or physically visible effects.,MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-CALC-001,F273,POS-CAP-002,CALC,Deterministic calculation,"Barcode scanning calculations, if applicable, MUST define currency/unit precision, rounding and reproducible deterministic formulas; otherwise the requirement records that no derived numeric result is authoritative.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-UX-001,F273,POS-CAP-002,UX,Checkout/workspace UX,"Barcode scanning UX MUST optimize cashier speed with clear totals/status, keyboard/touch support, exception banners, manager override path and no generic CRUD dependency for high-frequency checkout work.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-UX-002,F273,POS-CAP-002,UX,Device/offline UX,"Barcode scanning tablet/terminal UX MUST handle scanner/printer/cash-drawer/payment-device/network state, explicit offline capability indicators and conflict-safe recovery without ambiguous completion.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-UX-003,F273,POS-CAP-002,UX,Accessible interaction,"Barcode scanning MUST meet WCAG 2.2 AA intent with semantic labels, keyboard/focus, announced validation/status, non-color-only state, target sizing and accessible manual alternatives to scanner/touch-only actions.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-SEC-001,F273,POS-CAP-002,SEC,Authorization/scope,"Every Barcode scanning query/command MUST enforce server-side organization, company, store, terminal, shift, role and record scope; unauthorized pricing overrides, customer data, payment references, cash values and aggregates MUST not leak.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-SEC-002,F273,POS-CAP-002,SEC,SoD/payment-data boundary,"Sensitive Barcode scanning actions MUST enforce manager override/maker-checker where configured and minimize PCI-sensitive data; raw PAN/CVV MUST NOT be stored by the ERP, and provider/token references are preferred.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-AUTO-001,F273,POS-CAP-002,AUTO,Automation boundary,"Automation for Barcode scanning MAY prefetch/sync catalog, retry jobs, generate alerts/drafts or reconcile provider callbacks, but MUST use normal domain/system authorization, idempotency, audit and exception queues.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-APP-001,F273,POS-CAP-002,APP,Approval/override contract,"Approval/override-required Barcode scanning transitions MUST snapshot material values, capture approver/reason/time, block prohibited self-approval and revalidate if cart/payment/return/shift facts change.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-NOTIF-001,F273,POS-CAP-002,NOTIF,Notification contract,"Barcode scanning notifications MUST be event-driven, deduplicated, permission-safe and actionable for payment uncertainty, sync conflict, stock/serial exception, cash variance, shift close or reconciliation failure as applicable.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-REP-001,F273,POS-CAP-002,REP,Reporting contract,"Barcode scanning reporting MUST define formula, store/terminal/shift/cashier/timezone scope, payment/return treatment, freshness, permission-safe drilldown/export and reconciliation to immutable POS facts.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-AI-001,F273,POS-CAP-002,AI,AI boundary,"AI for Barcode scanning MAY improve search, explain promotions, detect anomalies/fraud signals or summarize analytics, but MUST show provenance/uncertainty and MUST NOT determine payment truth, tax, stock quantity, accounting, cash reconciliation, authorization or transition legality.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
F273-INT-001,F273,POS-CAP-002,INT,Inbound integration,"Barcode scanning MUST consume item/customer/price/tax/stock/payment/provider facts only through versioned public contracts with source identity, scope, validation, retry semantics and reconciliation.",MUST,UNVERIFIED,,,,,,,,,,,,,"Not independently re-verified at atomic granularity this session; see feature-level narrative in POS_IMPLEMENTATION_TRACKER.md for context, which is NOT itself atomic-row evidence.",Independently verify against real code + a real test before ever marking PASS.,PROMPT_2_OR_3,
