dependency_id,source_id,target_id,dependency_type,owning_module,description,failure_if_missing,journey_ids,status,last_reviewed_on
AST-P7-DEP-006,F236,F237,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-007,F237,F238,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-008,F238,F239,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-009,F239,F240,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-010,F240,F241,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-011,F241,F242,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-012,F242,F243,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-013,F243,F244,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-014,F244,F245,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-015,F245,F246,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-016,F246,F247,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-017,F247,F248,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-018,F248,F249,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-019,F249,F250,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-020,F250,F251,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-021,F251,F252,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-022,F252,F253,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-023,F253,F254,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-024,F254,F255,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-025,F255,F256,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-026,F256,F257,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-027,F257,F258,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-028,F258,F259,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-029,F259,F260,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-030,F260,F261,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-031,F261,F262,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-032,F262,F263,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-033,F263,F264,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-034,F264,F265,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-035,F265,F266,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-036,F266,F267,SEQUENCE_OR_SEMANTIC,Assets,Adjacent Assets capabilities have explicit lifecycle/semantic dependency.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-037,F237,F074,PROCUREMENT_ORDER,Assets,Capital acquisition traces to an approved purchase order where procurement-sourced.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-038,F238,F080,PROCUREMENT_RECEIPT,Assets,Asset creation from procurement consumes authoritative receipt/GRN facts.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-039,F238,F084,PROCUREMENT_INVOICE,Assets,Capitalizable source cost/tax/vendor evidence reconciles to authoritative supplier invoice facts.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-040,F239,F103,LOCATION_MASTER,Assets,Asset location/transfer can reference authoritative warehouse/site/location identity through public contracts.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-041,F240,F381,CUSTODIAN_MASTER,Assets,Asset custodian maps to authoritative employee/user identity without Assets owning HR private data.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-042,F252,F189,MAINTENANCE_INTEGRATION,Assets,Manufacturing capacity/downtime consumes asset maintenance availability through a public contract.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-043,F253,F119,PART_IDENTIFICATION,Assets,Maintenance parts can use Stock barcode/item identity without duplicating item masters.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-044,F254,F153,CAPACITY_CONSTRAINT,Assets,Maintenance scheduling can expose equipment unavailability to work-centre capacity planning.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-045,F255,F109,PART_CONSUMPTION,Assets,Repair parts consumption is backed by authoritative Stock goods issue/movement.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-046,F256,F188,DOWNTIME,Assets,Asset downtime can constrain Manufacturing availability without private Manufacturing writes.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-047,F257,F063,SUPPLIER_WARRANTY,Assets,Warranty supplier/contract evidence references Procurement supplier identity.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-048,F258,F308,QUALITY_STANDARD,Assets,Inspection criteria may reference Quality standards through public contracts.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-049,F259,F336,QUALITY_CALIBRATION,Assets,Calibration can integrate with Quality calibration requirements/certificates without duplicating Quality private state.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-050,F260,F381,CUSTODY_VERIFICATION,Assets,Physical verification can reconcile custodian identity to HR/user source truth.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-051,F261,F119,BARCODE_STANDARD,Assets,Asset scan UX aligns with shared Stock barcode/scanner capability while retaining unique asset identity.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-052,F263,F463,SALE_RECEIVABLE,Assets,Asset sale proceeds/receivable can hand off to Accounting AR/customer invoice authority.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-053,F265,F454,GAIN_LOSS_LEDGER,Assets,Disposal gain/loss reconciles to Accounting General Ledger source truth.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-054,F266,F453,ACCOUNT_MAPPING,Assets,Asset categories/books map to authoritative Chart of Accounts/dimensions through Accounting contracts.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-055,F266,F455,JOURNAL_POSTING,Assets,Asset acquisition/depreciation/revaluation/impairment/disposal posting is owned by Accounting journal commands.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-056,F266,F459,PERIOD_LOCK,Assets,Asset financial postings obey Accounting period locks.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-057,F237,F214,PROJECT_CAPEX,Assets,Project-driven capital expenditure may provide approved project/cost context for asset capitalization.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-058,F238,F237,ACQUISITION_TO_ASSET,Assets,Asset auto-creation cannot occur until acquisition/capitalization prerequisites are satisfied.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
AST-P7-DEP-059,F262,F249,DEPRECIATION_CUTOFF,Assets,Disposal requires a defined depreciation cutoff/final-period policy.,"Asset lifecycle, custody, maintenance, valuation or financial reconciliation may become inconsistent, duplicated or unauditable.",,APPROVED,2026-08-31
