feature_id,historical_index,scope,module,category,feature_number,feature_name,source_section,status,uat_status,priority,ui_evidence,service_evidence,database_evidence,permission_evidence,test_evidence,cross_module_evidence,primary_gap,secondary_gap,blocker_type,recommended_prompt,notes
PROC-078,228,module,Procurement,Advanced,78,Vendor-managed inventory,Advanced,MISSING,NOT_READY,P3,,No vendor-managed-inventory concept anywhere in procurement or stock code,database/tenant/migrations/012_procurement_module.sql,,,,Not modeled anywhere.,,PRODUCT_DECISION,33,"No VMI-related table, field, or workflow found in either module."
PROC-079,229,module,Procurement,Advanced,79,Supplier collaboration portal,Advanced,FOUNDATION_ONLY,NOT_READY,P2,,(same as PROC-010/PROC-026 — no supplier-facing auth surface),database/tenant/migrations/012_procurement_module.sql procurement_portal_users,procurement.supplier_portal.manage,,,No external collaboration UI/auth surface for suppliers exists.,,MISSING_UI,33,"Identical underlying gap to the supplier portal (PROC-010): schema and permission exist, no usable surface."
STOCK-001,230,module,Stock and Warehouse Management,Product and inventory master,1,"Stock items, non-stock items and services",Product and inventory master,COMPLETE,READY,P1,apps/web/src/lib/business-data.ts (items resource form),"N/A (business-data generic CRUD, not stock/index.js)","database/tenant/migrations/001_business_data_foundation.sql tenant.items (item_type IN product/service/consumable/asset, track_inventory)",itemsManage (business-data),,,,,NONE,,Real CRUD with item_type covering product/service/consumable/asset and a track_inventory flag distinguishing stock vs non-stock items.
STOCK-002,231,module,Stock and Warehouse Management,Product and inventory master,2,Product variants,Product and inventory master,MISSING,NOT_READY,P2,,No variant/attribute table anywhere in the schema,database/tenant/migrations/001_business_data_foundation.sql (tenant.items has no variant linkage; only tenant.item_groups),,,,No product-variant/attribute-combination table exists.,,MISSING_DB,34,Confirmed: no variant-related table found across all tenant migrations.
STOCK-003,232,module,Stock and Warehouse Management,Product and inventory master,3,Units of measure and conversions,Product and inventory master,PARTIAL,LIMITED,P1,apps/web/src/lib/business-data.ts (items.uomId select),services/api/src/stock/index.js,"database/tenant/migrations/001_business_data_foundation.sql tenant.units_of_measure, tenant.item_uom_conversions",,,,item_uom_conversions table exists in the schema but has no CRUD UI anywhere; only the item's single default UOM is settable through the UI.,,MISSING_UI,34,Base UOM assignment works fully; per-item multi-UOM conversion factors are DB/schema-only with no management UI.
STOCK-004,233,module,Stock and Warehouse Management,Product and inventory master,4,Barcodes and QR codes,Product and inventory master,PARTIAL,LIMITED,P2,apps/web/src/lib/business-data.ts (items.barcode field),N/A,database/tenant/migrations/001_business_data_foundation.sql tenant.items.barcode (unique index items_barcode_idx),,,,No QR-specific field or generation; no barcode-scan-to-lookup UI/workflow exists anywhere in apps/web.,,MISSING_UI,34,Barcode value capture and uniqueness are real; there is no scanning workflow or QR-specific handling.
STOCK-005,234,module,Stock and Warehouse Management,Product and inventory master,5,Lot-controlled products,Product and inventory master,FOUNDATION_ONLY,NOT_READY,P1,,services/api/src/stock/index.js (stock_batches only ever appears in a SELECT via listStockResource; no INSERT anywhere),database/tenant/migrations/044_stock_module.sql tenant.stock_batches,stock.view,,,"No code path anywhere inserts a row into stock_batches, so the table is permanently empty despite being listable.",,MISSING_SERVICE,34,Confirmed by grep across services/api/src: stock_batches has zero INSERT statements.
STOCK-006,235,module,Stock and Warehouse Management,Product and inventory master,6,Serial-controlled products,Product and inventory master,FOUNDATION_ONLY,NOT_READY,P1,,services/api/src/stock/index.js (stock_serials only ever appears in a SELECT via listStockResource; no INSERT anywhere),database/tenant/migrations/044_stock_module.sql tenant.stock_serials,stock.view,,,Same as batches — no INSERT anywhere.,,MISSING_SERVICE,34,Confirmed by grep: stock_serials has zero INSERT statements in services/api/src.
STOCK-007,236,module,Stock and Warehouse Management,Product and inventory master,7,Expiry-controlled products,Product and inventory master,MISSING,NOT_READY,P1,,stock_batches.expires_on column exists but is never written (batches are never created) and never read by any FEFO/alert logic,database/tenant/migrations/044_stock_module.sql tenant.stock_batches.expires_on,,,,expires_on can never be populated because nothing ever creates a batch row; no expiry-alert or FEFO query reads it either.,,MISSING_SERVICE,34,Cascades directly from STOCK-005 being foundation-only.
STOCK-008,237,module,Stock and Warehouse Management,Product and inventory master,8,Product dimensions and weight,Product and inventory master,MISSING,NOT_READY,P2,,No weight/dimension columns on tenant.items,database/tenant/migrations/001_business_data_foundation.sql,,,,No length/width/height/weight fields exist anywhere in the schema.,,MISSING_DB,34,Confirmed by grep across migration 001 — no weight/dimension columns found.
STOCK-009,238,module,Stock and Warehouse Management,Product and inventory master,9,Storage requirements,Product and inventory master,MISSING,NOT_READY,P2,,No storage-requirement field on items or warehouse_locations,database/tenant/migrations/001_business_data_foundation.sql,,,,Not modeled anywhere.,,MISSING_DB,34,Grepped for storage_requirement/storageRequirement — zero matches.
STOCK-010,239,module,Stock and Warehouse Management,Product and inventory master,10,Reorder rules,Product and inventory master,PARTIAL,LIMITED,P1,,services/api/src/stock/index.js getStockDashboard() uses stock_reorder_rules for the low-stock-items count,"database/tenant/migrations/044_stock_module.sql tenant.stock_reorder_rules (minimum_quantity, reorder_quantity, maximum_quantity, lead_time_days, preferred_supplier_id)",stock.view,,,"stock_reorder_rules is a real, well-modeled table consumed by the dashboard's low-stock metric, but there is no UI anywhere to create/edit a reorder rule.",,MISSING_UI,34,Table is genuinely used (not dead schema) but is entirely unmanageable through the UI.
STOCK-011,240,module,Stock and Warehouse Management,Product and inventory master,11,Inventory valuation method,Product and inventory master,PARTIAL,LIMITED,P0,apps/web/src/lib/business-data.ts (items.valuationMethod select: moving_average/fifo/standard),services/api/src/stock/index.js postStockMovement() only ever implements moving-average math regardless of the selected method,database/tenant/migrations/001_business_data_foundation.sql tenant.items.valuation_method,,,,Selecting 'fifo' or 'standard' on an item has no effect on actual costing; postStockMovement() always computes a moving average.,,ARCHITECTURE_DECISION,18,"The setting is captured and stored correctly through a real UI, but is silently ineffective — a financial-correctness risk since the displayed setting misrepresents actual costing behavior."
STOCK-012,241,module,Stock and Warehouse Management,Product and inventory master,12,Product images and documents,Product and inventory master,MISSING,NOT_READY,P3,,No image/document/attachment field or table linked to items,database/tenant/migrations/001_business_data_foundation.sql,,,,Not modeled anywhere.,,MISSING_DB,34,Grepped business-data.ts and migrations for item images/documents/attachments — no matches.
STOCK-013,242,module,Stock and Warehouse Management,Warehouse structure,13,Multiple companies,Warehouse structure,COMPLETE,READY,P1,apps/web/src/lib/business-data.ts (warehouses.companyId field),N/A,database/tenant/migrations/001_business_data_foundation.sql tenant.warehouses.company_id,inventorySetupManage (business-data),,,,,NONE,,Warehouses are properly scoped to company_id with real CRUD.
STOCK-014,243,module,Stock and Warehouse Management,Warehouse structure,14,Multiple warehouses,Warehouse structure,COMPLETE,READY,P1,"apps/web/src/lib/business-data.ts (warehouses resource, 7 warehouse_type values)",N/A,database/tenant/migrations/001_business_data_foundation.sql tenant.warehouses,inventorySetupManage,,,,,NONE,,Real CRUD with warehouse_type covering stores/raw_material/work_in_progress/finished_goods/transit/returns/virtual.
STOCK-015,244,module,Stock and Warehouse Management,Warehouse structure,15,"Zones, aisles, racks, shelves and bins",Warehouse structure,PARTIAL,LIMITED,P1,"apps/web/src/lib/business-data.ts (warehouse-locations resource: zone/aisle/rack/bin/staging/quality/other, parentLocationId, capacity)",services/api/src/stock/index.js postStockMovement()/createStockTransfer() only reference a flat warehouse_location_id,"database/tenant/migrations/001_business_data_foundation.sql tenant.warehouse_locations (location_type, parent_location_id, capacity)",inventorySetupManage / stock.transfer,,,"Real hierarchical CRUD exists for zones/aisles/racks/bins, but stock movement/transfer logic treats location as a single flat ID with no real put-away/slotting algorithm.",,ARCHITECTURE_DECISION,34,Location hierarchy modeling and UI are genuinely solid; the transactional layer does not exploit that hierarchy for any real logic.
STOCK-016,245,module,Stock and Warehouse Management,Warehouse structure,16,Virtual and transit locations,Warehouse structure,PARTIAL,LIMITED,P2,"apps/web/src/lib/business-data.ts (warehouses.warehouseType includes 'transit','virtual')",N/A,database/tenant/migrations/001_business_data_foundation.sql tenant.warehouses.warehouse_type,inventorySetupManage,,,"Virtual/transit are modeled at the warehouse level only, not as a location-level type; warehouse_locations.location_type has no virtual/transit value.",,ARCHITECTURE_DECISION,34,Whole warehouses can be flagged transit/virtual with a real UI; finer-grained virtual/transit locations within a physical warehouse are not supported.
STOCK-017,246,module,Stock and Warehouse Management,Warehouse structure,17,Receiving and dispatch areas,Warehouse structure,PARTIAL,LIMITED,P2,apps/web/src/lib/business-data.ts (warehouse-locations.locationType includes 'staging'),N/A,database/tenant/migrations/001_business_data_foundation.sql,inventorySetupManage,,,No explicit 'receiving'/'dispatch' location_type; 'staging' is the closest analog.,,ARCHITECTURE_DECISION,34,"A staging location type exists and is usable, but is not explicitly a receiving/dispatch area distinction."
STOCK-018,247,module,Stock and Warehouse Management,Warehouse structure,18,Quarantine and damaged-stock locations,Warehouse structure,PARTIAL,LIMITED,P2,apps/web/src/lib/business-data.ts (warehouse-locations.locationType includes 'quality'),N/A,database/tenant/migrations/001_business_data_foundation.sql,inventorySetupManage,,,"No explicit 'damaged'/'quarantine' location_type; 'quality' is the closest analog, and nothing automatically routes a rejected receipt (PROC-051) there.",,CROSS_MODULE_GAP,35,"A quality-hold location type exists and is real, but there is no dedicated quarantine/damaged type and no automated routing into it."
STOCK-019,248,module,Stock and Warehouse Management,Warehouse structure,19,Location capacity limits,Warehouse structure,FOUNDATION_ONLY,NOT_READY,P2,apps/web/src/lib/business-data.ts (warehouse-locations.capacity field),services/api/src/stock/index.js (postStockMovement()/createStockTransfer() never read or check the capacity column),database/tenant/migrations/001_business_data_foundation.sql tenant.warehouse_locations.capacity,inventorySetupManage,,,"Capacity can be entered through the UI and stored, but it is never enforced anywhere — a movement/transfer can overfill a location with no warning or block.",,MISSING_SERVICE,35,Confirmed by grep: 'capacity' does not appear in stock/index.js at all.
